Produto	Descri?’o	Qtd	Custo unit	Previs’o de recebimento	recebido				
4845	Produto 4845	285	R$ 2.700,00	02/09/2025	N’o				
2021	Produto 2021	278	R$ 1.315,00	07/09/2025	N’o				
2079	Produto 2079	400	R$ 2.684,00	09/10/2025	Sim				
449	Produto 449	334	R$ 3.750,00	16/09/2025	Sim				
5000	Produto 5000	211	R$ 3.471,00	06/09/2025	N’o				
3451	Produto 3451	208	R$ 3.623,00	22/09/2025	N’o				
2819	Produto 2819	319	R$ 1.367,00	30/08/2025	N’o				
350	Produto 350	282	R$ 2.634,00	07/10/2025	Sim				
553	Produto 553	335	R$ 1.544,00	16/10/2025	Sim				
4966	Produto 4966	206	R$ 3.424,00	12/09/2025	N’o				
2911	Produto 2911	315	R$ 1.872,00	26/10/2025	N’o				
3094	Produto 3094	372	R$ 906,00	25/09/2025	N’o				
3734	Produto 3734	389	R$ 1.089,00	26/10/2025	N’o				
1223	Produto 1223	301	R$ 1.622,00	23/10/2025	Sim				
1025	Produto 1025	293	R$ 2.429,00	22/10/2025	Sim				
4133	Produto 4133	305	R$ 2.476,00	26/10/2025	Sim				
2393	Produto 2393	225	R$ 3.986,00	15/09/2025	N’o				
4587	Produto 4587	322	R$ 876,00	20/09/2025	N’o				
1105	Produto 1105	395	R$ 1.624,00	23/09/2025	Sim				
1674	Produto 1674	242	R$ 3.977,00	30/09/2025	Sim				
3996	Produto 3996	264	R$ 1.137,00	04/10/2025	Sim				
1009	Produto 1009	276	R$ 961,00	06/10/2025	Sim				
722	Produto 722	246	R$ 3.113,00	27/08/2025	Sim				
1612	Produto 1612	400	R$ 484,00	28/09/2025	N’o				
1046	Produto 1046	219	R$ 3.766,00	04/10/2025	N’o				
3924	Produto 3924	395	R$ 3.748,00	14/10/2025	Sim				
2438	Produto 2438	356	R$ 323,00	18/10/2025	N’o				
3295	Produto 3295	299	R$ 1.802,00	18/10/2025	N’o				
3101	Produto 3101	204	R$ 2.946,00	04/09/2025	N’o				
1104	Produto 1104	216	R$ 1.410,00	02/09/2025	Sim				
1038	Produto 1038	220	R$ 648,00	13/09/2025	Sim				
3090	Produto 3090	335	R$ 299,00	06/10/2025	N’o				
1590	Produto 1590	364	R$ 1.794,00	09/09/2025	N’o				
1422	Produto 1422	317	R$ 3.628,00	06/09/2025	Sim				
1782	Produto 1782	339	R$ 2.655,00	12/09/2025	N’o				
3877	Produto 3877	391	R$ 2.687,00	06/10/2025	N’o				
3123	Produto 3123	208	R$ 3.773,00	13/09/2025	Sim				
4319	Produto 4319	256	R$ 3.615,00	29/08/2025	N’o				
2666	Produto 2666	360	R$ 1.330,00	04/09/2025	Sim				
202	Produto 202	267	R$ 1.145,00	09/09/2025	N’o				
1430	Produto 1430	324	R$ 3.609,00	14/09/2025	N’o				
3384	Produto 3384	399	R$ 1.097,00	22/10/2025	Sim				
1443	Produto 1443	207	R$ 1.959,00	26/10/2025	Sim				
580	Produto 580	399	R$ 3.444,00	22/09/2025	N’o				
549	Produto 549	243	R$ 325,00	06/09/2025	N’o				
2422	Produto 2422	316	R$ 3.417,00	27/08/2025	Sim				
4389	Produto 4389	328	R$ 904,00	09/09/2025	Sim				
4303	Produto 4303	201	R$ 864,00	09/09/2025	Sim				
4457	Produto 4457	285	R$ 1.730,00	18/09/2025	Sim				
1002	Produto 1002	258	R$ 1.279,00	08/10/2025	Sim				
3480	Produto 3480	213	R$ 2.493,00	29/09/2025	Sim				
3262	Produto 3262	383	R$ 1.524,00	17/09/2025	N’o				
1850	Produto 1850	301	R$ 1.661,00	05/09/2025	N’o				
3049	Produto 3049	253	R$ 3.480,00	08/10/2025	N’o				
4979	Produto 4979	390	R$ 2.029,00	25/10/2025	N’o				
598	Produto 598	392	R$ 1.474,00	12/09/2025	N’o				
4423	Produto 4423	211	R$ 2.388,00	21/10/2025	Sim				
2212	Produto 2212	212	R$ 1.246,00	31/08/2025	N’o				
1608	Produto 1608	387	R$ 479,00	03/09/2025	N’o				
1046	Produto 1046	285	R$ 3.543,00	19/10/2025	Sim				
3135	Produto 3135	363	R$ 2.569,00	27/09/2025	N’o				
3390	Produto 3390	293	R$ 1.087,00	15/09/2025	Sim				
1217	Produto 1217	311	R$ 3.291,00	18/09/2025	Sim				
4372	Produto 4372	298	R$ 2.852,00	29/08/2025	N’o				
1466	Produto 1466	256	R$ 938,00	23/09/2025	N’o				
654	Produto 654	329	R$ 1.685,00	13/10/2025	Sim				
4153	Produto 4153	398	R$ 2.301,00	06/09/2025	N’o				
648	Produto 648	238	R$ 3.222,00	03/09/2025	N’o				
3701	Produto 3701	340	R$ 3.151,00	04/10/2025	N’o				
1592	Produto 1592	204	R$ 3.101,00	05/10/2025	N’o				
4324	Produto 4324	220	R$ 3.659,00	01/10/2025	Sim				
4977	Produto 4977	227	R$ 2.388,00	08/09/2025	Sim				
3332	Produto 3332	329	R$ 3.446,00	14/10/2025	N’o				
1949	Produto 1949	397	R$ 508,00	24/10/2025	N’o				
4054	Produto 4054	272	R$ 2.501,00	28/09/2025	N’o				
1971	Produto 1971	303	R$ 1.367,00	28/08/2025	Sim				
849	Produto 849	208	R$ 2.662,00	08/10/2025	Sim				
2937	Produto 2937	200	R$ 2.104,00	09/10/2025	N’o				
1897	Produto 1897	335	R$ 895,00	03/10/2025	Sim				
2479	Produto 2479	394	R$ 269,00	25/09/2025	N’o				
4836	Produto 4836	263	R$ 3.418,00	05/10/2025	Sim				
2004	Produto 2004	317	R$ 2.158,00	14/10/2025	Sim				
1152	Produto 1152	346	R$ 3.606,00	27/08/2025	N’o				
3345	Produto 3345	326	R$ 1.238,00	19/10/2025	N’o				
477	Produto 477	336	R$ 2.671,00	26/09/2025	Sim				
4756	Produto 4756	246	R$ 1.412,00	05/10/2025	Sim				
2578	Produto 2578	256	R$ 1.630,00	15/10/2025	N’o				
1333	Produto 1333	316	R$ 3.613,00	16/09/2025	Sim				
3383	Produto 3383	265	R$ 3.054,00	12/09/2025	N’o				
3662	Produto 3662	290	R$ 2.051,00	20/09/2025	N’o				
227	Produto 227	350	R$ 2.157,00	11/09/2025	N’o				
3566	Produto 3566	220	R$ 1.193,00	09/10/2025	N’o				
3345	Produto 3345	353	R$ 3.922,00	01/10/2025	Sim				
2884	Produto 2884	329	R$ 2.807,00	09/10/2025	N’o				
3037	Produto 3037	205	R$ 1.711,00	31/08/2025	Sim				
2554	Produto 2554	311	R$ 1.718,00	14/09/2025	N’o				
767	Produto 767	321	R$ 1.470,00	16/09/2025	Sim				
1813	Produto 1813	288	R$ 597,00	12/10/2025	N’o				
1876	Produto 1876	261	R$ 1.436,00	16/09/2025	N’o				
2253	Produto 2253	304	R$ 351,00	28/08/2025	N’o				
296	Produto 296	317	R$ 3.362,00	05/09/2025	N’o				
649	Produto 649	339	R$ 695,00	11/10/2025	Sim				
3027	Produto 3027	320	R$ 2.558,00	11/10/2025	N’o				
4674	Produto 4674	226	R$ 397,00	06/09/2025	N’o				
2526	Produto 2526	332	R$ 1.592,00	03/09/2025	N’o				
4906	Produto 4906	207	R$ 1.289,00	09/10/2025	Sim				
1242	Produto 1242	342	R$ 2.910,00	16/09/2025	N’o				
3849	Produto 3849	275	R$ 558,00	08/10/2025	Sim				
2640	Produto 2640	332	R$ 1.845,00	25/09/2025	N’o				
648	Produto 648	363	R$ 214,00	03/09/2025	N’o				
1531	Produto 1531	317	R$ 1.141,00	29/08/2025	Sim				
3764	Produto 3764	350	R$ 1.518,00	03/09/2025	N’o				
695	Produto 695	308	R$ 2.265,00	20/09/2025	N’o				
2999	Produto 2999	247	R$ 1.745,00	23/09/2025	N’o				
4628	Produto 4628	387	R$ 1.196,00	23/10/2025	N’o				
4986	Produto 4986	330	R$ 2.412,00	20/10/2025	Sim				
3589	Produto 3589	382	R$ 1.472,00	23/09/2025	N’o				
3517	Produto 3517	293	R$ 2.606,00	31/08/2025	Sim				
3430	Produto 3430	331	R$ 3.534,00	30/08/2025	Sim				
1757	Produto 1757	323	R$ 3.414,00	10/10/2025	Sim				
1055	Produto 1055	394	R$ 514,00	15/10/2025	N’o				
3275	Produto 3275	255	R$ 2.777,00	09/10/2025	N’o				
4211	Produto 4211	301	R$ 694,00	05/10/2025	Sim				
1952	Produto 1952	336	R$ 2.373,00	05/10/2025	Sim				
1189	Produto 1189	278	R$ 771,00	07/09/2025	N’o				
1437	Produto 1437	376	R$ 3.022,00	20/09/2025	N’o				
1499	Produto 1499	279	R$ 514,00	11/09/2025	Sim				
3858	Produto 3858	228	R$ 487,00	11/10/2025	N’o				
611	Produto 611	261	R$ 2.289,00	10/10/2025	N’o				
2046	Produto 2046	384	R$ 3.684,00	01/10/2025	N’o				
2802	Produto 2802	335	R$ 2.282,00	25/09/2025	N’o				
2675	Produto 2675	302	R$ 3.667,00	21/10/2025	Sim				
2778	Produto 2778	250	R$ 421,00	03/09/2025	Sim				
2089	Produto 2089	235	R$ 1.967,00	13/10/2025	Sim				
2462	Produto 2462	369	R$ 504,00	21/10/2025	N’o				
1028	Produto 1028	248	R$ 629,00	31/08/2025	N’o				
4514	Produto 4514	344	R$ 3.837,00	23/09/2025	N’o				
845	Produto 845	203	R$ 2.188,00	10/10/2025	Sim				
3837	Produto 3837	258	R$ 1.959,00	16/10/2025	N’o				
1420	Produto 1420	258	R$ 3.691,00	21/09/2025	N’o				
2920	Produto 2920	395	R$ 1.547,00	22/09/2025	Sim				
365	Produto 365	297	R$ 825,00	04/09/2025	N’o				
4828	Produto 4828	270	R$ 2.189,00	30/08/2025	N’o				
1615	Produto 1615	397	R$ 2.908,00	07/09/2025	N’o				
2803	Produto 2803	349	R$ 3.167,00	25/10/2025	N’o				
491	Produto 491	274	R$ 3.701,00	22/10/2025	N’o				
3985	Produto 3985	385	R$ 2.650,00	29/08/2025	Sim				
1878	Produto 1878	205	R$ 554,00	10/10/2025	N’o				
2331	Produto 2331	386	R$ 2.573,00	23/10/2025	N’o				
2413	Produto 2413	229	R$ 1.675,00	07/10/2025	Sim				
2466	Produto 2466	392	R$ 2.366,00	05/09/2025	N’o				
4789	Produto 4789	351	R$ 3.014,00	01/10/2025	N’o				
1836	Produto 1836	276	R$ 3.155,00	28/09/2025	Sim				
1709	Produto 1709	271	R$ 935,00	23/09/2025	Sim				
1542	Produto 1542	365	R$ 1.520,00	19/09/2025	Sim				
3584	Produto 3584	251	R$ 1.900,00	27/08/2025	Sim				
628	Produto 628	285	R$ 3.471,00	11/10/2025	N’o				
4018	Produto 4018	268	R$ 3.855,00	25/09/2025	Sim				
887	Produto 887	245	R$ 3.000,00	06/10/2025	N’o				
4173	Produto 4173	202	R$ 1.206,00	19/10/2025	N’o				
4861	Produto 4861	271	R$ 3.661,00	20/09/2025	N’o				
2647	Produto 2647	297	R$ 2.516,00	06/10/2025	Sim				
937	Produto 937	314	R$ 2.871,00	04/10/2025	N’o				
432	Produto 432	395	R$ 1.587,00	20/10/2025	Sim				
4144	Produto 4144	269	R$ 986,00	28/08/2025	Sim				
2051	Produto 2051	268	R$ 345,00	12/10/2025	N’o				
2265	Produto 2265	294	R$ 3.795,00	13/10/2025	N’o				
336	Produto 336	269	R$ 1.410,00	03/09/2025	N’o				
4524	Produto 4524	335	R$ 2.350,00	05/10/2025	Sim				
1373	Produto 1373	375	R$ 2.193,00	26/09/2025	N’o				
250	Produto 250	232	R$ 1.840,00	09/09/2025	Sim				
1954	Produto 1954	343	R$ 2.998,00	01/09/2025	Sim				
994	Produto 994	279	R$ 3.340,00	18/10/2025	N’o				
1046	Produto 1046	255	R$ 909,00	17/10/2025	Sim				
1620	Produto 1620	280	R$ 637,00	12/10/2025	N’o				
1325	Produto 1325	296	R$ 2.880,00	15/10/2025	N’o				
3074	Produto 3074	328	R$ 3.672,00	07/10/2025	N’o				
523	Produto 523	232	R$ 630,00	30/09/2025	Sim				
1539	Produto 1539	309	R$ 3.651,00	08/09/2025	N’o				
4830	Produto 4830	219	R$ 468,00	26/09/2025	Sim				
3995	Produto 3995	243	R$ 2.738,00	03/09/2025	Sim				
3532	Produto 3532	234	R$ 1.314,00	05/09/2025	N’o				
2574	Produto 2574	303	R$ 1.838,00	18/09/2025	Sim				
1206	Produto 1206	260	R$ 2.846,00	29/08/2025	Sim				
2307	Produto 2307	395	R$ 719,00	25/10/2025	N’o				
1273	Produto 1273	307	R$ 3.933,00	22/10/2025	N’o				
4476	Produto 4476	366	R$ 3.388,00	19/10/2025	Sim				
2156	Produto 2156	381	R$ 3.312,00	12/10/2025	N’o				
3543	Produto 3543	222	R$ 2.681,00	08/10/2025	N’o				
4857	Produto 4857	250	R$ 1.376,00	17/10/2025	Sim				
1180	Produto 1180	391	R$ 2.807,00	07/10/2025	N’o				
1418	Produto 1418	335	R$ 3.297,00	05/10/2025	N’o				
1926	Produto 1926	330	R$ 1.797,00	11/09/2025	N’o				
2602	Produto 2602	281	R$ 885,00	31/08/2025	N’o				
572	Produto 572	276	R$ 1.427,00	16/09/2025	Sim				
2238	Produto 2238	365	R$ 3.052,00	28/09/2025	Sim				
1291	Produto 1291	362	R$ 489,00	19/09/2025	Sim				
609	Produto 609	342	R$ 1.980,00	09/10/2025	Sim				
3604	Produto 3604	263	R$ 2.006,00	08/09/2025	Sim				
1800	Produto 1800	253	R$ 1.119,00	20/09/2025	N’o				
2544	Produto 2544	212	R$ 3.778,00	22/09/2025	Sim				
2457	Produto 2457	233	R$ 1.311,00	15/10/2025	Sim				
1657	Produto 1657	256	R$ 887,00	02/09/2025	N’o				
4143	Produto 4143	354	R$ 733,00	21/10/2025	N’o				
4789	Produto 4789	318	R$ 1.591,00	03/10/2025	N’o				
3372	Produto 3372	308	R$ 2.979,00	19/09/2025	N’o				
3513	Produto 3513	268	R$ 2.562,00	24/09/2025	N’o				
1669	Produto 1669	263	R$ 1.940,00	19/10/2025	Sim				
1867	Produto 1867	398	R$ 1.853,00	05/09/2025	Sim				
1532	Produto 1532	313	R$ 3.770,00	05/09/2025	N’o				
2184	Produto 2184	225	R$ 565,00	09/09/2025	N’o				
865	Produto 865	248	R$ 1.032,00	18/09/2025	N’o				
1927	Produto 1927	273	R$ 3.277,00	20/10/2025	Sim				
4013	Produto 4013	302	R$ 1.234,00	28/09/2025	Sim				
2571	Produto 2571	335	R$ 3.422,00	26/10/2025	Sim				
3203	Produto 3203	288	R$ 2.999,00	18/10/2025	N’o				
2097	Produto 2097	361	R$ 348,00	28/08/2025	Sim				
2706	Produto 2706	318	R$ 311,00	09/10/2025	Sim				
3511	Produto 3511	229	R$ 3.747,00	05/10/2025	N’o				
4849	Produto 4849	237	R$ 2.567,00	27/09/2025	Sim				
3889	Produto 3889	369	R$ 3.677,00	07/10/2025	Sim				
2396	Produto 2396	238	R$ 795,00	30/08/2025	Sim				
287	Produto 287	365	R$ 2.461,00	20/10/2025	Sim				
1377	Produto 1377	365	R$ 2.733,00	16/10/2025	N’o				
1276	Produto 1276	281	R$ 1.783,00	21/09/2025	N’o				
3178	Produto 3178	244	R$ 2.152,00	28/08/2025	N’o				
1261	Produto 1261	305	R$ 1.381,00	22/10/2025	N’o				
3377	Produto 3377	313	R$ 1.700,00	01/10/2025	Sim				
4197	Produto 4197	221	R$ 785,00	30/08/2025	N’o				
750	Produto 750	251	R$ 1.028,00	25/10/2025	N’o				
1717	Produto 1717	228	R$ 3.484,00	11/10/2025	N’o				
3149	Produto 3149	314	R$ 587,00	02/10/2025	N’o				
882	Produto 882	214	R$ 1.961,00	30/09/2025	N’o				
2034	Produto 2034	208	R$ 2.112,00	01/09/2025	N’o				
4378	Produto 4378	240	R$ 1.950,00	29/08/2025	Sim				
2042	Produto 2042	255	R$ 3.251,00	11/10/2025	Sim				
301	Produto 301	279	R$ 3.592,00	13/10/2025	N’o				
2045	Produto 2045	381	R$ 1.328,00	29/08/2025	Sim				
4329	Produto 4329	229	R$ 1.502,00	10/09/2025	N’o				
4968	Produto 4968	288	R$ 3.915,00	03/09/2025	Sim				
4929	Produto 4929	210	R$ 1.042,00	04/09/2025	Sim				
2576	Produto 2576	220	R$ 1.885,00	29/08/2025	N’o				
3038	Produto 3038	212	R$ 3.139,00	07/09/2025	Sim				
2127	Produto 2127	331	R$ 2.023,00	14/10/2025	N’o				
3100	Produto 3100	322	R$ 3.266,00	29/09/2025	N’o				
3438	Produto 3438	349	R$ 2.056,00	23/10/2025	Sim				
2162	Produto 2162	287	R$ 1.183,00	04/09/2025	N’o				
1880	Produto 1880	266	R$ 1.264,00	12/10/2025	N’o				
2177	Produto 2177	263	R$ 1.223,00	30/09/2025	N’o				
4279	Produto 4279	389	R$ 3.481,00	15/10/2025	Sim				
2862	Produto 2862	315	R$ 1.085,00	23/10/2025	Sim				
1582	Produto 1582	358	R$ 3.696,00	13/09/2025	Sim				
2801	Produto 2801	294	R$ 2.528,00	22/09/2025	Sim				
838	Produto 838	228	R$ 2.973,00	23/10/2025	Sim				
1508	Produto 1508	286	R$ 2.820,00	01/10/2025	Sim				
2212	Produto 2212	344	R$ 1.995,00	20/10/2025	N’o				
2699	Produto 2699	294	R$ 2.692,00	24/10/2025	Sim				
1515	Produto 1515	348	R$ 2.644,00	11/10/2025	N’o				
2231	Produto 2231	260	R$ 612,00	16/10/2025	Sim				
3765	Produto 3765	286	R$ 1.629,00	05/09/2025	Sim				
2729	Produto 2729	251	R$ 954,00	23/10/2025	N’o				
1577	Produto 1577	297	R$ 1.098,00	07/10/2025	Sim				
4599	Produto 4599	390	R$ 2.021,00	02/09/2025	N’o				
647	Produto 647	242	R$ 3.231,00	22/10/2025	Sim				
2189	Produto 2189	215	R$ 2.764,00	05/10/2025	N’o				
2952	Produto 2952	235	R$ 235,00	20/09/2025	Sim				
3098	Produto 3098	317	R$ 1.388,00	08/09/2025	N’o				
752	Produto 752	240	R$ 1.250,00	08/09/2025	N’o				
1382	Produto 1382	392	R$ 204,00	05/10/2025	N’o				
1710	Produto 1710	244	R$ 2.455,00	17/09/2025	N’o				
1918	Produto 1918	389	R$ 3.586,00	09/09/2025	N’o				
2387	Produto 2387	254	R$ 719,00	03/10/2025	Sim				
3106	Produto 3106	327	R$ 2.671,00	20/09/2025	N’o				
3045	Produto 3045	387	R$ 3.819,00	29/08/2025	Sim				
1225	Produto 1225	396	R$ 1.407,00	25/10/2025	Sim				
3660	Produto 3660	333	R$ 3.788,00	28/08/2025	N’o				
4210	Produto 4210	309	R$ 3.721,00	05/09/2025	N’o				
1512	Produto 1512	218	R$ 3.276,00	18/09/2025	N’o				
4984	Produto 4984	352	R$ 2.119,00	27/09/2025	N’o				
3757	Produto 3757	283	R$ 3.361,00	17/10/2025	N’o				
4032	Produto 4032	257	R$ 961,00	28/09/2025	Sim				
3710	Produto 3710	310	R$ 3.882,00	01/09/2025	N’o				
3576	Produto 3576	221	R$ 865,00	28/08/2025	N’o				
570	Produto 570	233	R$ 1.436,00	09/10/2025	Sim				
1066	Produto 1066	217	R$ 2.942,00	13/09/2025	N’o				
3567	Produto 3567	280	R$ 2.246,00	07/09/2025	Sim				
1674	Produto 1674	332	R$ 2.484,00	07/10/2025	N’o				
4071	Produto 4071	383	R$ 3.396,00	04/10/2025	N’o				
3204	Produto 3204	323	R$ 3.893,00	21/10/2025	N’o				
4051	Produto 4051	344	R$ 2.849,00	30/08/2025	Sim				
2407	Produto 2407	242	R$ 3.877,00	06/10/2025	Sim				
2297	Produto 2297	246	R$ 3.080,00	25/10/2025	Sim				
1463	Produto 1463	265	R$ 921,00	01/09/2025	N’o				
4618	Produto 4618	326	R$ 756,00	13/10/2025	N’o				
4226	Produto 4226	250	R$ 1.926,00	01/10/2025	Sim				
2389	Produto 2389	352	R$ 4.000,00	20/09/2025	Sim				
1744	Produto 1744	201	R$ 286,00	02/10/2025	Sim				
669	Produto 669	275	R$ 1.933,00	29/09/2025	N’o				
604	Produto 604	299	R$ 1.375,00	21/09/2025	Sim				
1387	Produto 1387	374	R$ 3.860,00	08/10/2025	Sim				
4470	Produto 4470	326	R$ 2.388,00	16/10/2025	Sim				
4670	Produto 4670	399	R$ 2.863,00	27/09/2025	Sim				
1919	Produto 1919	293	R$ 540,00	31/08/2025	N’o				
2573	Produto 2573	384	R$ 3.545,00	09/09/2025	N’o				
1956	Produto 1956	273	R$ 2.841,00	16/10/2025	Sim				
3118	Produto 3118	232	R$ 846,00	13/09/2025	N’o				
3735	Produto 3735	224	R$ 291,00	05/10/2025	N’o				
4545	Produto 4545	359	R$ 3.601,00	19/10/2025	Sim				
4090	Produto 4090	370	R$ 2.229,00	29/08/2025	Sim				
1997	Produto 1997	299	R$ 3.601,00	01/09/2025	N’o				
2380	Produto 2380	258	R$ 3.338,00	02/10/2025	Sim				
1011	Produto 1011	338	R$ 1.787,00	19/09/2025	Sim				
1766	Produto 1766	342	R$ 3.098,00	30/09/2025	N’o				
4806	Produto 4806	282	R$ 3.030,00	18/10/2025	N’o				
3186	Produto 3186	294	R$ 1.389,00	06/10/2025	Sim				
3031	Produto 3031	250	R$ 475,00	21/10/2025	N’o				
581	Produto 581	345	R$ 2.817,00	20/10/2025	N’o				
4458	Produto 4458	386	R$ 773,00	15/10/2025	Sim				
1718	Produto 1718	297	R$ 2.685,00	22/10/2025	N’o				
3228	Produto 3228	344	R$ 1.313,00	01/10/2025	Sim				
1027	Produto 1027	201	R$ 3.583,00	02/10/2025	N’o				
841	Produto 841	395	R$ 3.167,00	10/09/2025	Sim				
1900	Produto 1900	216	R$ 2.205,00	03/09/2025	N’o				
1447	Produto 1447	367	R$ 491,00	21/09/2025	N’o				
3557	Produto 3557	338	R$ 3.531,00	20/09/2025	N’o				
2877	Produto 2877	250	R$ 3.809,00	19/09/2025	N’o				
2683	Produto 2683	239	R$ 2.034,00	07/10/2025	N’o				
2899	Produto 2899	256	R$ 372,00	29/09/2025	N’o				
2682	Produto 2682	272	R$ 1.850,00	04/10/2025	Sim				
1934	Produto 1934	398	R$ 1.389,00	01/09/2025	N’o				
3125	Produto 3125	291	R$ 3.209,00	30/09/2025	Sim				
3414	Produto 3414	266	R$ 2.527,00	04/10/2025	Sim				
1255	Produto 1255	389	R$ 452,00	13/09/2025	Sim				
735	Produto 735	225	R$ 1.349,00	03/10/2025	Sim				
314	Produto 314	280	R$ 3.026,00	05/10/2025	N’o				
1362	Produto 1362	365	R$ 428,00	25/09/2025	N’o				
365	Produto 365	370	R$ 1.661,00	05/10/2025	Sim				
4114	Produto 4114	341	R$ 650,00	22/10/2025	Sim				
3423	Produto 3423	221	R$ 863,00	28/08/2025	Sim				
473	Produto 473	258	R$ 1.210,00	05/09/2025	Sim				
2683	Produto 2683	281	R$ 877,00	06/10/2025	Sim				
3953	Produto 3953	239	R$ 1.554,00	26/09/2025	Sim				
2136	Produto 2136	348	R$ 1.733,00	22/10/2025	Sim				
3576	Produto 3576	348	R$ 287,00	06/09/2025	N’o				
3549	Produto 3549	266	R$ 2.919,00	12/09/2025	Sim				
4795	Produto 4795	265	R$ 3.549,00	02/10/2025	N’o				
689	Produto 689	392	R$ 2.118,00	02/10/2025	Sim				
2453	Produto 2453	246	R$ 388,00	05/09/2025	N’o				
1841	Produto 1841	397	R$ 3.448,00	02/10/2025	Sim				
2732	Produto 2732	251	R$ 3.782,00	10/10/2025	N’o				
2661	Produto 2661	391	R$ 3.576,00	20/10/2025	Sim				
1578	Produto 1578	239	R$ 1.488,00	01/10/2025	Sim				
2283	Produto 2283	335	R$ 939,00	05/09/2025	N’o				
4334	Produto 4334	395	R$ 3.693,00	03/10/2025	Sim				
3631	Produto 3631	256	R$ 1.202,00	17/09/2025	N’o				
4159	Produto 4159	373	R$ 1.495,00	21/10/2025	Sim				
2473	Produto 2473	375	R$ 1.269,00	15/09/2025	N’o				
4612	Produto 4612	330	R$ 3.517,00	19/09/2025	N’o				
3263	Produto 3263	226	R$ 420,00	05/09/2025	N’o				
4818	Produto 4818	261	R$ 2.289,00	22/09/2025	Sim				
4469	Produto 4469	339	R$ 2.800,00	08/09/2025	Sim				
785	Produto 785	360	R$ 2.005,00	22/10/2025	N’o				
308	Produto 308	254	R$ 1.845,00	15/09/2025	N’o				
1135	Produto 1135	225	R$ 3.105,00	30/08/2025	N’o				
526	Produto 526	334	R$ 2.082,00	03/10/2025	N’o				
2634	Produto 2634	276	R$ 1.069,00	28/08/2025	Sim				
3489	Produto 3489	321	R$ 1.584,00	14/09/2025	Sim				
2861	Produto 2861	302	R$ 2.629,00	03/09/2025	Sim				
3212	Produto 3212	206	R$ 1.389,00	28/08/2025	Sim				
4858	Produto 4858	380	R$ 3.385,00	13/09/2025	Sim				
2263	Produto 2263	305	R$ 306,00	04/10/2025	N’o				
2266	Produto 2266	309	R$ 1.873,00	03/09/2025	Sim				
3757	Produto 3757	335	R$ 2.786,00	08/10/2025	N’o				
950	Produto 950	381	R$ 3.619,00	28/08/2025	N’o				
1360	Produto 1360	333	R$ 2.469,00	18/09/2025	Sim				
2719	Produto 2719	395	R$ 2.924,00	07/09/2025	Sim				
4353	Produto 4353	300	R$ 963,00	28/08/2025	N’o				
1896	Produto 1896	338	R$ 1.801,00	28/08/2025	Sim				
4724	Produto 4724	315	R$ 3.724,00	12/10/2025	N’o				
3778	Produto 3778	221	R$ 3.290,00	03/09/2025	Sim				
4513	Produto 4513	222	R$ 954,00	07/10/2025	Sim				
2319	Produto 2319	300	R$ 748,00	08/09/2025	N’o				
2424	Produto 2424	378	R$ 215,00	12/10/2025	N’o				
2439	Produto 2439	321	R$ 1.680,00	20/09/2025	Sim				
2442	Produto 2442	396	R$ 3.324,00	29/09/2025	Sim				
2105	Produto 2105	374	R$ 2.606,00	14/10/2025	N’o				
1396	Produto 1396	269	R$ 2.434,00	24/10/2025	Sim				
962	Produto 962	222	R$ 2.020,00	21/09/2025	N’o				
4167	Produto 4167	243	R$ 266,00	02/09/2025	Sim				
2187	Produto 2187	289	R$ 607,00	20/10/2025	N’o				
3087	Produto 3087	325	R$ 2.005,00	07/10/2025	Sim				
1486	Produto 1486	212	R$ 3.933,00	10/09/2025	Sim				
4315	Produto 4315	319	R$ 2.870,00	24/09/2025	Sim				
2476	Produto 2476	312	R$ 2.075,00	10/10/2025	N’o				
2201	Produto 2201	322	R$ 3.398,00	12/09/2025	N’o				
1008	Produto 1008	372	R$ 2.176,00	30/08/2025	Sim				
795	Produto 795	275	R$ 1.590,00	24/09/2025	Sim				
2882	Produto 2882	302	R$ 3.247,00	14/10/2025	Sim				
2218	Produto 2218	319	R$ 455,00	21/10/2025	Sim				
969	Produto 969	284	R$ 662,00	26/09/2025	Sim				
2005	Produto 2005	375	R$ 1.683,00	04/10/2025	Sim				
3194	Produto 3194	275	R$ 1.251,00	23/09/2025	N’o				
2670	Produto 2670	395	R$ 2.436,00	24/10/2025	Sim				
2915	Produto 2915	276	R$ 1.645,00	02/10/2025	N’o				
2777	Produto 2777	365	R$ 3.599,00	08/10/2025	N’o				
2534	Produto 2534	279	R$ 842,00	27/09/2025	N’o				
4847	Produto 4847	357	R$ 2.177,00	10/09/2025	Sim				
748	Produto 748	379	R$ 2.329,00	12/09/2025	N’o				
4641	Produto 4641	385	R$ 3.859,00	27/09/2025	N’o				
3382	Produto 3382	346	R$ 3.367,00	03/09/2025	N’o				
4297	Produto 4297	243	R$ 1.316,00	08/10/2025	Sim				
879	Produto 879	215	R$ 1.331,00	03/09/2025	Sim				
2843	Produto 2843	290	R$ 2.557,00	04/09/2025	N’o				
3419	Produto 3419	203	R$ 2.997,00	20/10/2025	Sim				
4884	Produto 4884	400	R$ 622,00	08/09/2025	N’o				
936	Produto 936	340	R$ 1.932,00	21/09/2025	Sim				
1931	Produto 1931	209	R$ 3.574,00	13/09/2025	Sim				
488	Produto 488	365	R$ 3.971,00	11/10/2025	N’o				
4137	Produto 4137	246	R$ 2.443,00	21/09/2025	N’o				
